title,city,model_year,mileage,fuel_type,engine_size,transmission,feature_lst,price,update,image
Toyota Corolla 2014 XLi VVTi Limited Edition for Sale,Islamabad,2014,"62,500 km",Hybrid,1300 cc,Automatic,Not Featured,PKR 42 lacs,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/7822/tn_toyota-corolla-gli-1-3-vvti-special-edition-2014-78227073.webp
Toyota Corolla 2019 XLi Automatic for Sale,Karachi,2019,"61,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 36 lacs,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/8070/tn_toyota-corolla-1-6-cruisetronic-sr-2012-80704471.webp
Toyota Corolla Axio 2007 X 1.5 for Sale,Peshawar,2007,"174,000 km",Petrol,1500 cc,Automatic,Not Featured,PKR 30.4 lacs,Updated 4 days ago,https://cache1.pakwheels.com/ad_pictures/8070/tn_toyota-corolla-xli-vvti-2012-80704386.webp
Toyota Corolla 2006 XLi for Sale,Peshawar,2006,5 km,Petrol,1300 cc,Manual,Not Featured,PKR 17 lacs,Updated 4 days ago,https://cache1.pakwheels.com/ad_pictures/8070/tn_toyota-corolla-gli-vvti-2016-80704446.webp
Toyota Corolla 2022 Altis Automatic 1.6 for Sale,Karachi,2022,39 km,Petrol,1600 cc,Automatic,Not Featured,PKR 78.5 lacs,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/7865/tn_toyota-corolla-gli-vvti-2013-78657169.webp
Toyota Corolla 2019 Altis Automatic 1.6 for Sale,Faisalabad,2019,"75,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 47 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2007 XLi for Sale,Rawalpindi,2007,"120,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 26 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2005 GLi 1.3 for Sale,Mirpur khas,2005,"89,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 11.9 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2009 GLi 1.3 VVTi for Sale,Lahore,2009,"154,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 17.3 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Karachi,2021,"27,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 64 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 GLi 1.3 VVTi for Sale,Chiniot,2015,"110,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 31.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Multan,2011,"140,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 24.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Multan,2011,"140,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 24.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 GLi 1.3 VVTi Special Edition for Sale,Gujranwala,2014,"119,009 km",Petrol,1300 cc,Manual,Not Featured,PKR 31 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2012 Altis SR Cruisetronic 1.6 for Sale,Peshawar,2012,"93,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 33 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2012 XLi VVTi for Sale,Rawalpindi,2012,"86,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 25.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 GLi 1.3 VVTi for Sale,Rahim Yar Khan,2016,"97,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 29.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2013 GLi 1.3 VVTi for Sale,Islamabad,2013,"87,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 28 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2009 XLi VVTi for Sale,Rawat,2009,"90,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 19.7 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2012 Altis Cruisetronic 1.6 for Sale,Karachi,2012,"94,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 28 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2012 XLi VVTi Limited Edition for Sale,Peshawar,2012,"57,500 km",Petrol,1300 cc,Manual,Not Featured,PKR 30 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 for Sale,Pindi Bhattian,2019,"65,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 42.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 GLi Automatic 1.3 VVTi for Sale,Islamabad,2019,"44,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 45.65 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 Altis Grande CVT-i 1.8 for Sale,Gujranwala,2014,"185,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 33.8 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis 1.6 X CVT-i Special Edition for Sale,Karachi,2022,"5,500 km",Petrol,1600 cc,Automatic,Not Featured,PKR 68 lacs,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-gli-vvti-2016-80698740.webp
Toyota Corolla 2008 GLi 1.3 for Sale,Hyderabad,2008,"127,400 km",Petrol,1300 cc,Manual,Not Featured,PKR 18 lacs,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/7832/tn_toyota-corolla-altis-x-automatic-1-6-2023-78328475.webp
Toyota Corolla 2017 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Islamabad,2017,"109,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 48.5 lacs,Updated 4 days ago,https://cache1.pakwheels.com/ad_pictures/8070/tn_toyota-corolla-altis-x-automatic-1-6-2022-80701851.webp
Toyota Yaris 2021 ATIV X CVT 1.5 for Sale,Karachi,2021,"18,000 km",Petrol,1500 cc,Automatic,Not Featured,PKR 47 lacs,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/7385/Slide_toyota-corolla-altis-1-8-grande-automatic-2015-73850861.jpg
Toyota Corolla Indus 1994 XE for Sale,Abbottabad,1994,"11,111 km",Petrol,1300 cc,Manual,Not Featured,PKR 11.5 lacs,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/8070/tn_toyota-corolla-gli-vvti-automatic-2015-80701171.webp
Toyota Corolla 2021 Altis CVT-i 1.8 for Sale,Peshawar,2021,"39,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 50 lacs,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/7862/tn_toyota-corolla-dx-saloon-1986-78622430.webp
Toyota Corolla 2019 Altis Grande CVT-i 1.8 for Sale,Karachi,2019,"53,000 km",Petrol,1798 cc,Automatic,Not Featured,Call,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 XLi VVTi for Sale,Gujar Khan,2011,1 km,Petrol,1300 cc,Manual,Not Featured,PKR 18.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1998 2.0D for Sale,Rawalpindi,1998,"285,000 km",Diesel,0.0 kWh,Manual,Not Featured,PKR 8.8 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi 1.3 VVTi Special Edition for Sale,Islamabad,2018,"50,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 42.75 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2000 GL for Sale,Islamabad,2000,"130,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 13 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 Altis Grande CVT-i 1.8 for Sale,Lahore,2018,"47,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 53.95 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 XLi VVTi for Sale,Lahore,2014,"198,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 26.7 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 GLi 1.3 VVTi for Sale,Kot addu,2016,"148,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 29 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis X Automatic 1.6 for Sale,Lahore,2023,2 km,Petrol,1600 cc,Automatic,Not Featured,PKR 70 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 for Sale,Gujrat,2022,"10,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 61 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 Altis Grande CVT-i 1.8 for Sale,Karachi,2015,"70,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 39.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 GLi Automatic 1.3 VVTi for Sale,Rawalpindi,2015,"258,091 km",Petrol,1300 cc,Automatic,Not Featured,PKR 38 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1986 DX Saloon for Sale,Islamabad,1986,"250,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 3.41 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 Altis 1.6 X CVT-i for Sale,Hafizabad,2020,"28,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 55.75 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 GLi Automatic 1.3 VVTi for Sale,Karachi,2016,"87,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 32.75 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1989 DX for Sale,Karachi,1989,"115,000 km",Diesel,1300 cc,Manual,Not Featured,PKR 10.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2010 for Sale,Peshawar,2010,"200,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 17.8 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 for Sale,Rawalpindi,2017,"180,000 km",Petrol,1400 cc,Manual,Not Featured,PKR 32 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1986 GL Saloon for Sale,Rawalpindi,1986,"250,000 km",Diesel,2000 cc,Manual,Not Featured,PKR 5.2 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 XLi VVTi for Sale,Hafizabad,2015,16 km,Petrol,1300 cc,Manual,Not Featured,PKR 23.5 lacs,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-beige-2023-80698569.webp
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Faisalabad,2018,"56,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 48.5 lacs,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-black-interior-2021-80698162.webp
Toyota Corolla 2013 Altis SR Cruisetronic 1.6 for Sale,Karachi,2013,"72,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 35 lacs,Updated 4 days ago,https://cache1.pakwheels.com/ad_pictures/8076/tn_toyota-corolla-altis-x-automatic-1-6-2021-80769950.webp
Toyota Corolla 2022 Altis 1.6 X CVT-i Special Edition for Sale,Karachi,2022,"12,500 km",Petrol,1600 cc,Automatic,Not Featured,Call,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-altis-1-8-2007-80697483.webp
Toyota Corolla 2008 XLi for Sale,Islamabad,2008,"216,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 14.5 lacs,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-xli-vvti-2017-80697133.webp
Toyota Corolla 2013 GLi 1.3 VVTi for Sale,Haripur,2013,"87,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 25.7 lacs,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-g-38-2004-80696484.webp
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Multan,2012,"75,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 22 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Gujranwala,2021,"46,000 km",Petrol,0.0 kWh,Automatic,Not Featured,PKR 52 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Lahore,2021,"60,000 km",Petrol,1598 cc,Automatic,Not Featured,PKR 56 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 GLi 1.3 VVTi Special Edition for Sale,Lahore,2017,"88,700 km",Petrol,1300 cc,Manual,Not Featured,PKR 29.95 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 Altis Grande CVT-i 1.8 for Sale,Islamabad,2019,"53,773 km",Petrol,1800 cc,Automatic,Not Featured,PKR 58.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Indus 1999 SE Limited for Sale,Islamabad,1999,"293,000 km",Petrol,1500 cc,Manual,Not Featured,PKR 15.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Peshawar,2023,10 km,Petrol,1799 cc,Automatic,Not Featured,PKR 83.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Peshawar,2023,10 km,Petrol,1799 cc,Automatic,Not Featured,PKR 83.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Black Interior for Sale,Lahore,2021,"30,000 km",Petrol,1798 cc,Automatic,Not Featured,PKR 71 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Lahore,2021,"27,500 km",Petrol,1600 cc,Automatic,Not Featured,PKR 60.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 9th Generation 2007 Altis 1.8 for Sale,Karachi,2007,"90,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 16.75 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 XLi VVTi for Sale,Toba Tek Singh,2017,"38,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 33.1 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2004 G for Sale,Islamabad,2004,"200,000 km",Petrol,1500 cc,Automatic,Not Featured,PKR 24.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 Altis Grande CVT-i 1.8 for Sale,Faisalabad,2016,"127,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 38 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 GLi Automatic 1.3 VVTi for Sale,Sarai alamgir,2019,"83,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 45 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 XLi VVTi Limited Edition for Sale,Lahore,2014,"28,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 30.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Dera ismail khan,2012,"107,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 24.3 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 Altis CVT-i 1.8 for Sale,Karachi,2018,"60,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 44.2 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 GLi 1.3 VVTi for Sale,Islamabad,2017,"72,500 km",Petrol,1300 cc,Manual,Not Featured,PKR 36 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 Altis Automatic 1.6 for Sale,Lahore,2020,"59,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 53 lacs,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-20d-saloon-2005-80695448.webp
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Gujranwala,2012,"161,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 24.1 lacs,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-gli-vvti-2011-80695166.webp
Toyota Corolla 2013 GLi 1.3 VVTi for Sale,Taunsa sharif,2013,"70,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 26 lacs,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-beige-2022-80695188.webp
Toyota Corolla 2019 Altis Grande CVT-i 1.8 for Sale,Islamabad,2019,"68,800 km",Petrol,1800 cc,Automatic,Not Featured,PKR 59.95 lacs,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-gli-vvti-2016-80693988.webp
Toyota Corolla 9th Generation 2005 SE Saloon for Sale,Karachi,2005,"200,000 km",Petrol,1600 cc,Manual,Not Featured,PKR 16.1 lacs,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-axio-1-5-x-2007-80694994.webp
Toyota Corolla 2014 GLi Automatic 1.3 VVTi for Sale,Lahore,2014,"58,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 32.5 lacs,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-altis-1-8-grande-automatic-2017-80694938.webp
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Wah cantt,2012,"170,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 22.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2013 XLi VVTi for Sale,Lahore,2013,"138,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 23.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 GLi Automatic 1.3 VVTi for Sale,Islamabad,2017,"54,500 km",Petrol,1300 cc,Automatic,Not Featured,PKR 39.85 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 9th Generation 2006 Altis 1.8 for Sale,Islamabad,2006,3 km,Petrol,1800 cc,Automatic,Not Featured,PKR 14.9 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis X Automatic 1.6 for Sale,Islamabad,2023,"3,000 km",Petrol,1598 cc,Automatic,Not Featured,PKR 66 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 for Sale,Lahore,2022,50 km,Petrol,1600 cc,Automatic,FEATURED,PKR 64.25 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 9th Generation 2005 2.0D Saloon for Sale,Islamabad,2005,"200,000 km",Diesel,2000 cc,Manual,Not Featured,PKR 17.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 9th Generation 2005 2.0D Saloon for Sale,Islamabad,2005,"200,000 km",Diesel,2000 cc,Manual,Not Featured,PKR 17.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Dera murad jamali,2011,"140,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 20.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Islamabad,2022,"1,680 km",Petrol,1799 cc,Automatic,Not Featured,PKR 74 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 GLi 1.3 VVTi for Sale,Islamabad,2016,"94,500 km",Petrol,1300 cc,Manual,Not Featured,PKR 37.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Axio 2007 X 1.5 for Sale,Peshawar,2007,"200,000 km",Petrol,1500 cc,Automatic,Not Featured,PKR 25 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 Altis Grande CVT-i 1.8 for Sale,Islamabad,2017,"116,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 48.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Lahore,2021,"43,000 km",Petrol,0.0 kWh,Automatic,Not Featured,PKR 67.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Lahore,2018,"169,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 49 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 XLi VVTi Ecotec for Sale,Karachi,2011,"171,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 17.7 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi 1.3 VVTi for Sale,Hyderabad,2018,"69,540 km",Petrol,1300 cc,Manual,Not Featured,PKR 38.5 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Rawalpindi,2022,916 km,Petrol,1800 cc,Automatic,Not Featured,Call,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 XLi VVTi for Sale,Lahore,2015,"145,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 25.75 lacs,Updated 4 days ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2009 GLi 1.3 VVTi for Sale,Islamabad,2009,"90,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 23.5 lacs,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-dx-1986-80692627.webp
Toyota Corolla 2019 GLi Automatic 1.3 VVTi for Sale,Karachi,2019,"41,500 km",Petrol,1300 cc,Automatic,Not Featured,PKR 42 lacs,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-2004-80692433.webp
Toyota Corolla 2005 2.0D Saloon for Sale,Kharian,2005,"150,000 km",Diesel,2000 cc,Manual,Not Featured,PKR 16 lacs,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-altis-1-6-automatic-2018-80692443.webp
Toyota Corolla Assista 2012 for Sale,Gujranwala,2012,10 km,Petrol,1300 cc,Manual,Not Featured,PKR 18.25 lacs,Updated 4 days ago,https://cache1.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-gli-vvti-2015-80692068.webp
